0.100000,5.000000,0.851307,3.865580,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,1.000000,0.100000,1.224451,6.558196,13.511094,5.650953,22.882314,11.149282,1.000000
2.697747,3.016997,0.100000,4.891896,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,13.671514,23.013432,8.502602,25.000000,1.420259,1.262061
3.826837,4.344176,3.923084,5.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,4.270487,23.474839,1.837539,18.817279,1.000000,1.000000
5.000000,0.100000,5.000000,1.183308,0.100000,0.119564,1.000000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,14.830271,11.607768,1.000000,21.118753,2.951253,1.000000
0.100000,5.000000,0.851307,3.865580,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,1.000000,0.100000,1.224451,6.558196,13.511094,5.650953,22.882314,11.149282,1.000000
2.697747,3.016997,0.100000,4.891896,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,13.671514,23.013432,8.502602,25.000000,1.420259,1.262061
3.826837,4.344176,3.923084,5.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,4.270487,23.474839,1.837539,18.817279,1.000000,1.000000
5.000000,0.100000,5.000000,1.183308,0.100000,0.119564,1.000000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,14.830271,11.607768,1.000000,21.118753,2.951253,1.000000
5.000000,1.698759,2.221297,0.100000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,1.000000,0.100000,7.831213,16.677177,8.244763,25.000000,24.727126,2.829175,1.000000
4.788896,4.218769,2.826163,3.503671,0.100000,0.100000,1.000000,0.100000,0.550836,1.000000,0.445776,0.100000,1.000000,17.400754,2.511196,19.850158,25.000000,1.000000,1.085243
0.898945,3.082706,0.100000,4.416049,0.100000,1.000000,1.000000,0.336484,0.100000,1.000000,0.100000,0.100000,1.000000,13.249184,12.737769,8.744238,25.000000,2.469489,1.000000
2.331063,0.504734,2.655850,0.100000,0.100000,0.100000,1.000000,0.379019,0.100000,1.000000,1.000000,0.448226,1.000000,10.779308,1.000000,1.000000,16.826803,16.480474,1.000000
1.726058,1.275969,2.698341,1.506901,0.100000,1.000000,1.000000,1.000000,0.100000,1.000000,1.000000,0.100000,8.093625,25.000000,1.213026,2.986122,23.909295,6.233049,1.000000
3.637123,0.376872,0.100000,0.898896,0.100000,1.000000,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,6.736495,9.428872,1.988598,2.189693,15.870757,6.158944,1.000000
5.000000,0.100000,1.998903,2.331766,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,0.825015,0.100000,9.482864,5.202362,12.667848,2.435539,11.477524,4.727198,1.000000
0.596775,2.898253,2.540104,2.122742,0.100000,1.000000,1.000000,0.100000,0.388501,1.000000,0.395700,0.364613,2.739623,1.011539,5.448991,1.765563,25.000000,10.183886,1.000000
5.000000,0.100000,4.774891,5.000000,0.100000,1.000000,1.000000,0.100000,0.100000,1.000000,0.100000,0.100000,1.000000,9.918276,4.965761,12.733277,25.000000,7.404612,1.000000